05735453,FREDERIK,HENDRIK,LEEUWRIK,1,,NL,NETHERLANDS,residence	
13499980,Keiji,,Iwatsuki,2,,JP,JAPAN,residence	
13499980,Keiji,,Iwatsuki,2,,JP,JAPAN,postal	
13499980,Masahiro,,Nagasaka,3,,JP,JAPAN,postal	
13499980,Toyokazu,,Baika,1,,JP,JAPAN,residence	
13500564,Masashi,,Numata,1,,JP,JAPAN,postal	
13500564,Masashi,,Numata,1,,JP,JAPAN,residence	
13500564,Junichi,,Yamato,3,,JP,JAPAN,residence	
13500564,Syuuhei,,Yamaguchi,2,,JP,JAPAN,residence	
13501935,Yuan,,An,1,,GB,UNITED KINGDOM,residence	
13501935,Yuan,,An,1,,GB,UNITED KINGDOM,postal	
13501935,Simon,,Woolley,7,,GB,UNITED KINGDOM,residence	
13501935,Chris,,Witty,6,,GB,UNITED KINGDOM,residence	
13501935,Suzanne,,Toyne,5,,GB,UNITED KINGDOM,residence	
13501935,Louise,,Southern,4,,GB,UNITED KINGDOM,residence	
13501935,Paul,,Marrs,3,,GB,UNITED KINGDOM,residence	
13501935,Adrian,,Blagg,2,,GB,UNITED KINGDOM,residence	
13504557,Norbert,,Radinger,1,,DE,GERMANY,postal	
13504557,Norbert,,Radinger,1,,DE,GERMANY,residence	
13504557,Tomas,,Smetana,2,,DE,GERMANY,residence	
13504557,Tomas,,Smetana,2,,DE,GERMANY,postal	
13510104,Jae Yong,,Lee,1,,KR,"KOREA, REPUBLIC OF",postal	
13510104,Song Yi,,Kwon,2,,KR,"KOREA, REPUBLIC OF",postal	
13510104,Song Yi,,Kwon,2,,KR,"KOREA, REPUBLIC OF",residence	
13510104,Jae Yong,,Lee,1,,KR,"KOREA, REPUBLIC OF",residence	
13511344,Gary,T.,Burns,1,SC,US,UNITED STATES,residence	
13511344,Gary,T.,Burns,1,MI,US,UNITED STATES,postal	
13511344,Robert,J.,Harmer,2,MI,US,UNITED STATES,residence	
13512335,Philippe,,Salamitou,1,,FR,FRANCE,postal	
13512335,Philippe,,Salamitou,1,,FR,FRANCE,residence	
13516131,Christopher,John,Stevens,2,,GB,UNITED KINGDOM,residence	
13516131,Tong,,Hao,3,,GB,UNITED KINGDOM,residence	
13516131,Harvey,John,Burd,4,,GB,UNITED KINGDOM,residence	
13516131,David,John,Edwards,1,,GB,UNITED KINGDOM,residence	
13516131,David,John,Edwards,1,,GB,UNITED KINGDOM,postal	
13519287,Charles,,Allerson,1,CA,US,UNITED STATES,residence	
13519287,Charles,,Allerson,1,CA,US,UNITED STATES,postal	
13519287,Eric,E.,Swayze,3,CA,US,UNITED STATES,residence	
13519287,Balkrishen,,Bhat,2,CA,US,UNITED STATES,residence	
13520885,Zhiwei,,Hao,1,,CN,,postal	
13520885,Zhiwei,,Hao,1,,CN,,residence	
13520885,Yuanyuan,,Liu,2,,CN,,postal	
13520885,Yuanyuan,,Liu,2,,CN,,residence	
13521068,Amedeo,,Bregolin,1,,IT,ITALY,postal	
13521068,Amedeo,,Bregolin,1,,IT,ITALY,residence	
13528964,Juan,,Saluzzio,3,FL,US,UNITED STATES,residence	
13528964,Jose,,Sacerio,2,FL,US,UNITED STATES,residence	
13528964,Richard,,Koldewey,1,IN,US,UNITED STATES,postal	
13528964,Richard,,Koldewey,1,IN,US,UNITED STATES,residence	
13530638,Hyun-Wook,,Park,1,,KR,"KOREA, REPUBLIC OF",residence	
13530638,Myung-Sung,,Song,2,,KR,"KOREA, REPUBLIC OF",residence	
13530638,Hyun-Wook,,Park,1,,KR,"KOREA, REPUBLIC OF",postal	
13532803,JOHANN,,KEMMER,1,,DE,GERMANY,residence	
13532803,JOHANN,,KEMMER,1,,DE,GERMANY,postal	
13532803,Martina,,Rothley,2,,DE,GERMANY,residence	
13535345,Grzegorz,,Gogolowicz,2,WA,US,UNITED STATES,residence	
13535345,Kenneth,,Wolf,4,WA,US,UNITED STATES,residence	
13535345,Christopher,,Gillum,1,WA,US,,residence	
13535345,Kevin,,Lam,5,WA,US,UNITED STATES,residence	
13535345,Christopher,,Gillum,1,WA,US,,postal	
13535345,Nathan,,Talbert,3,WA,US,UNITED STATES,residence	
13536073,David,,Stinson,1,WA,US,UNITED STATES,residence	
13536073,David,,Stinson,1,WA,US,UNITED STATES,postal	
13536073,Robert,M.,Scribner,3,CO,US,UNITED STATES,residence	
13536073,Lawrence,R.,Jones,2,CO,US,UNITED STATES,residence	
13536073,Mark,A.,Reiley,4,CA,US,UNITED STATES,residence	
13537162,Bernadette,Alexia,Carter,1,NC,US,UNITED STATES,residence	
13537162,Bernadette,Alexia,Carter,1,NC,US,UNITED STATES,postal	
13537162,Al,,Chakra,2,NC,US,UNITED STATES,residence	
13537162,Lori,Debra,Landesman,3,MA,US,UNITED STATES,residence	
13537375,Noboru,,TSUGE,1,,JP,JAPAN,postal	
13537375,Nobuo,,SHIBA,2,,JP,JAPAN,residence	
13537375,Noboru,,TSUGE,1,,JP,JAPAN,residence	
13538348,Debmalya,,Biswas,2,,CH,SWITZERLAND,residence	
13538348,Gian,Paolo,Perrucci,3,,CH,SWITZERLAND,residence	
13538348,Imad,,AAD,1,,CH,SWITZERLAND,residence	
13538348,Imad,,AAD,1,,CH,SWITZERLAND,postal	
13538601,Timothy,G.,Dietz,2,OH,US,UNITED STATES,residence	
13538601,Gary,W.,Knight,3,OH,US,UNITED STATES,residence	
13538601,Richard,W.,Timm,1,OH,US,UNITED STATES,residence	
13538601,Richard,W.,Timm,1,OH,US,UNITED STATES,postal	
13541978,Hisashi,,Ishikawa,1,,JP,JAPAN,postal	
13541978,Hisashi,,Ishikawa,1,,JP,JAPAN,residence	
13548378,Michael,Robert,Hafner,1,MI,US,UNITED STATES,postal	
13548378,Michael,Robert,Hafner,1,MI,US,UNITED STATES,residence	
13548378,Lorenzo,,Caminiti,3,MI,US,UNITED STATES,residence	
13548378,Domitilla,,Del Vecchio,4,MA,US,UNITED STATES,residence	
13548378,Drew,,Cunningham,2,MI,US,UNITED STATES,residence	
13548815,Masanori,,Watanabe,8,,JP,JAPAN,residence	
13548815,Akira,,Hashizaka,7,,JP,JAPAN,residence	
13548815,Yasuyuki,,Hatsuda,6,,JP,JAPAN,residence	
13548815,Hiroaki,,Miyamoto,5,,JP,JAPAN,residence	
13548815,Takanori,,Sugimoto,4,,JP,JAPAN,residence	
13548815,Toshiyuki,,Matsumi,3,,JP,JAPAN,residence	
13548815,Yoshiaki,,Sano,2,,JP,JAPAN,residence	
13548815,Nobuaki,,Ohta,9,,JP,JAPAN,residence	
13548815,Norihiko,,HATSUMI,1,,JP,JAPAN,residence	
13548815,Norihiko,,HATSUMI,1,,JP,JAPAN,postal	
13548922,Tomoko,,Taguchi,1,,JP,JAPAN,residence	
13548922,Yusuke,,Tomoda,2,,JP,JAPAN,residence	
13548922,Tomoko,,Taguchi,1,,JP,JAPAN,postal	
13549134,Anthony,Eugene,Zortea,1,PA,US,UNITED STATES,residence	
13549134,William,D.,Warner,2,CA,US,UNITED STATES,residence	
13549134,Anthony,Eugene,Zortea,1,PA,US,UNITED STATES,postal	
13550122,Quang,Quoc,TRAN,2,CA,US,UNITED STATES,residence	
13550122,Aaron,Lee,BEREZ,1,CA,US,,residence	
13550122,Aaron,Lee,BEREZ,1,CA,US,,postal	
13552871,Xiongming,,Ma,1,,CN,CHINA,postal	
13552871,Xiongming,,Ma,1,,CN,CHINA,residence	
13554204,Masamichi,,SUZUKI,1,,JP,JAPAN,residence	
13554204,Masamichi,,SUZUKI,1,,JP,JAPAN,postal	
13554204,Tatsuo,,Shimizu,2,,JP,JAPAN,residence	
13554204,Atsuhiro,,Kinoshita,3,,JP,JAPAN,residence	
13564878,Jai-kwang,,Shin,3,,KR,"KOREA, REPUBLIC OF",residence	
13564878,Hyun-sik,,Choi,4,,KR,"KOREA, REPUBLIC OF",residence	
13564878,Ho-jung,,Kim,1,,KR,"KOREA, REPUBLIC OF",residence	
13564878,Ho-jung,,Kim,1,,KR,"KOREA, REPUBLIC OF",postal	
13564878,Joong-ho,,Choi,2,,KR,"KOREA, REPUBLIC OF",residence	
13565119,Dmitri,,Borodulin,1,OH,US,,residence	
13565119,George,,Cabrera,2,OH,US,,residence	
13565119,Dmitri,,Borodulin,1,OH,US,,postal	
13565388,Hideki,,Hayashi,1,,JP,JAPAN,postal	
13565388,Hideki,,Hayashi,1,,JP,JAPAN,residence	
13565738,Timothy,L.,Gregory,1,TN,US,,postal	
13565738,Timothy,L.,Gregory,1,TN,US,,residence	
13565738,Miley,E.,Ainsworth,5,MS,US,,residence	
13565738,James,Randy,Jacobs,4,TN,US,,residence	
13565738,Andy,N.,Lemmon,2,TN,US,,residence	
13565738,John,Marshall,Veitenheimer,3,TN,US,UNITED STATES,residence	
13572631,Sherry,L.,Hill,2,AZ,US,UNITED STATES,residence	
13572631,Duane,E.,Hill,1,AZ,US,UNITED STATES,residence	
13576319,Hiroaki,,Abekawa,2,,JP,JAPAN,residence	
13576319,Hiroaki,,Abekawa,2,,JP,JAPAN,postal	
13576319,Tomonori,,Kawabata,1,,JP,JAPAN,postal	
13576319,Tomonori,,Kawabata,1,,JP,JAPAN,residence	
13579011,James,,Thompson,2,MI,US,UNITED STATES,residence	
13579011,Dongchan,,Ahn,1,MI,US,UNITED STATES,residence	
13589751,Nicholas,Aldo,Nespeca,1,CO,US,,postal	
13589751,Nicholas,Aldo,Nespeca,1,CO,US,,residence	
13590578,Terry,A.,George,3,OH,US,UNITED STATES,residence	
13590578,Christopher,Adrian,Margrave,1,OH,US,UNITED STATES,postal	
13590578,Christopher,Adrian,Margrave,1,OH,US,UNITED STATES,residence	
13590578,Don,E.,Bizon,4,OH,US,UNITED STATES,residence	
13590578,William,T.,Madden,2,OH,US,UNITED STATES,residence	
13591102,Jeffrey,A.,Harnois,5,CA,US,UNITED STATES,residence	
13591102,Michael,,Fertik,2,CA,US,UNITED STATES,residence	
13591102,Abbey,,Sparrow,4,CA,US,UNITED STATES,residence	
13591102,Saad,,Mir,3,CA,US,UNITED STATES,residence	
13591102,Gang,(*Tiger*),Lan,1,CA,US,UNITED STATES,residence	
13591102,Gang,(*Tiger*),Lan,1,CA,US,UNITED STATES,postal	
13593798,Alexander,,Tuzhilin,1,NY,US,,postal	
13593798,Alexander,,Tuzhilin,1,NY,US,,residence	
13593798,Gediminas,,Adomavicius,2,MN,US,,residence	
13598113,Koichi,,Nobushima,1,,JP,JAPAN,postal	
13598113,Tsutomu,,Kurose,3,,JP,JAPAN,residence	
13598113,Mitsuaki,,Ishitoya,6,,JP,JAPAN,residence	
13598113,Junichi,,Hakamada,2,,JP,JAPAN,residence	
13598113,Takahiko,,Nakamura,4,,JP,JAPAN,residence	
13598113,Yoshiyuki,,Okada,5,,JP,JAPAN,residence	
13598113,Koichi,,Nobushima,1,,JP,JAPAN,residence	
13599934,Tadaharu,,Watanabe,1,CO,US,,residence	
13599934,Tadaharu,,Watanabe,1,CO,US,,postal	
13599934,Hirotaka,,Mangyo,4,CO,US,,residence	
13599934,Ade,,Lau,3,CO,US,,residence	
13599934,Mark,,Raynor,2,CO,US,,residence	
13600022,Jon,T.,Hanlon,1,WA,US,,postal	
13600022,Jon,T.,Hanlon,1,WA,US,,residence	
13600552,Alan,L.,Sledge,4,AZ,US,UNITED STATES,residence	
13600552,Jacqueline,J.,Lockhart,6,CA,US,UNITED STATES,residence	
13600552,Kevin,R.,Lockhart,2,NE,US,UNITED STATES,residence	
13600552,Theodore,A.,Myers,1,CO,US,UNITED STATES,residence	
13600552,Theodore,A.,Myers,1,TX,US,UNITED STATES,postal	
13600552,Jeffrey,D.,Zigler,3,NE,US,UNITED STATES,residence	
13600552,Richard,D.,Wooden,5,NE,US,UNITED STATES,residence	
13601983,Gregory,,Mullaney,1,MD,US,UNITED STATES,postal	
13601983,Gregory,,Mullaney,1,MD,US,UNITED STATES,residence	
13602592,Robert,J.,McMahon,2,IN,US,UNITED STATES,residence	
13602592,Glenn,R.,Gibson,3,,GB,UNITED KINGDOM,residence	
13602592,Robert,A.,Rastall,4,,GB,UNITED KINGDOM,residence	
13602592,Renia,,Gemmell,5,,GB,UNITED KINGDOM,residence	
13602592,Maria,,Saarela,6,,FI,FINLAND,residence	
13602592,Anna-Marja,,Aura,7,,FI,FINLAND,residence	
13602592,Bryon,W.,Petschow,1,IN,US,UNITED STATES,residence	
13608603,Ying (Lora),,Liang,1,IL,US,UNITED STATES,residence	
13608603,Alexander,,Greenfield,3,NJ,US,UNITED STATES,residence	
13608603,Surendra,,Agarwal,2,IL,US,UNITED STATES,residence	
13608603,Ying (Lora),,Liang,1,IL,US,UNITED STATES,postal	
13610590,Cary,M.,Huettner,1,MN,US,UNITED STATES,postal	
13610590,Robert,E.,Meyer,3,MN,US,UNITED STATES,residence	
13610590,Cary,M.,Huettner,1,MN,US,UNITED STATES,residence	
13610590,Timothy,J.,Tofil,4,MN,US,UNITED STATES,residence	
13610590,Joseph,,Kuczynski,2,MN,US,UNITED STATES,residence	
13616201,Claude,,Basso,1,,FR,FRANCE,residence	
13616201,Claude,,Basso,1,,FR,FRANCE,postal	
13616201,Colin,B.,Verrilli,3,NC,US,UNITED STATES,residence	
13616201,Natarajan,,Vaidhyanathan,2,NC,US,UNITED STATES,residence	
13618089,Victor,S.,Moore,2,FL,US,UNITED STATES,residence	
13618089,Sussan,S.,Coley,1,NH,US,UNITED STATES,residence	
13618089,Sussan,S.,Coley,1,NH,US,UNITED STATES,postal	
13618089,Robert,M.,Szabo,3,FL,US,UNITED STATES,residence	
13619209,Kenneth,L.,Kocienda,1,CA,US,UNITED STATES,postal	
13619209,Kenneth,L.,Kocienda,1,CA,US,UNITED STATES,residence	
13619729,Kunio,,TABATA,2,,JP,JAPAN,residence	
13619729,Yasuhiro,,ONO,6,,JP,JAPAN,residence	
13619729,Hiroyuki,,YOSHINO,4,,JP,JAPAN,residence	
13619729,Atsushi,,OSHIMA,3,,JP,JAPAN,residence	
13619729,Noritaka,,IDE,5,,JP,JAPAN,residence	
13619729,Atsuya,,HIRABAYASHI,1,,JP,JAPAN,residence	
13619729,Atsuya,,HIRABAYASHI,1,,JP,JAPAN,postal	
13623010,Nicholas,V.,Perricone,1,CT,US,,residence	
13623010,Nicholas,V.,Perricone,1,CT,US,,postal	
13623047,Aaron,,PARNESS,1,CA,US,,postal	
13623047,Aaron,,PARNESS,1,CA,US,,residence	
13623047,Nitish,,THATTE,3,NJ,US,,residence	
13623047,Nitish,,THATTE,3,NJ,US,,postal	
13623047,Matthew,A.,FROST,2,CA,US,,residence	
13623047,Jonathan,P.,KING,4,OH,US,,postal	
13623047,Jonathan,P.,KING,4,OH,US,,residence	
13623047,Matthew,A.,FROST,2,CA,US,,postal	
13624107,Kentaro,,KAWAZOE,1,,JP,JAPAN,postal	
13624107,Kentaro,,KAWAZOE,1,,JP,JAPAN,residence	
13624249,Breno,,de Medeiros,3,CA,US,,postal	
13624249,Breno,,de Medeiros,3,CA,US,,residence	
13624249,Charles,Matt,Weir,2,FL,US,,postal	
13624249,Charles,Matt,Weir,2,FL,US,,residence	
13624249,Sudhir,,Aggarwal,1,FL,US,,residence	
13624249,Sudhir,,Aggarwal,1,FL,US,,postal	
13626528,John,,Hillan,1,CA,US,UNITED STATES,postal	
13626528,Dubai,,Chingalande,2,,GB,UNITED KINGDOM,residence	
13626528,John,,Hillan,1,,GB,UNITED KINGDOM,residence	
13627525,Ross,,Webster,1,OH,US,UNITED STATES,postal	
13627525,Ross,,Webster,1,OH,US,UNITED STATES,residence	
13627525,Gary,,Kestin,2,OH,US,UNITED STATES,residence	
13631157,Pei,,DANG,2,,CN,,postal	
13631157,Pei,,DANG,2,,CN,,residence	
13631157,Yimin,,LI,1,,CN,,residence	
13631157,Yimin,,LI,1,,CN,,postal	
13631916,Anthony,L.,Chun,1,CA,US,UNITED STATES,residence	
13631916,Anthony,L.,Chun,1,CA,US,UNITED STATES,postal	
13631916,Glen,J.,Anderson,2,OR,US,UNITED STATES,residence	
13631916,Albert,,Yosher,3,,IL,ISRAEL,residence	
13633991,Tony,Wayne,Covely,1,IN,US,UNITED STATES,residence	
13633991,Tony,Wayne,Covely,1,IN,US,UNITED STATES,postal	
13634475,Han,Gyu,Cho,3,,KR,"KOREA, REPUBLIC OF",residence	
13634475,Dong,Cheol,Kim,1,,KR,"KOREA, REPUBLIC OF",postal	
13634475,Jin,Young,Chun,2,,KR,"KOREA, REPUBLIC OF",residence	
13634475,Dong,Cheol,Kim,1,,KR,"KOREA, REPUBLIC OF",residence	
13634475,Han,Gyu,Cho,3,,KR,"KOREA, REPUBLIC OF",postal	
13634475,Jin,Young,Chun,2,,KR,"KOREA, REPUBLIC OF",postal	
13634475,Wook,Bong,Lee,4,,KR,"KOREA, REPUBLIC OF",postal	
13634475,Wook,Bong,Lee,4,,KR,"KOREA, REPUBLIC OF",residence	
13634841,Timo,,Koskela,2,,FI,FINLAND,residence	
13634841,Timo,,Koskela,2,,FI,FINLAND,postal	
13634841,Henri,Markus,Koskinen,3,,FI,FINLAND,residence	
13634841,Sami-Jukka,,Hakola,1,,FI,FINLAND,postal	
13634841,Sami-Jukka,,Hakola,1,,FI,FINLAND,residence	
13634841,Henri,Markus,Koskinen,3,,FI,FINLAND,postal	
13636726,Ulrich,,Vollmer,1,,DE,GERMANY,residence	
13636726,Ulrich,,Vollmer,1,,DE,GERMANY,postal	
13638972,Giovanni,,Besenzoni,1,,IT,ITALY,postal	
13638972,Giovanni,,Besenzoni,1,,IT,ITALY,residence	
13639957,Xiang,S.,Yin,3,MN,US,UNITED STATES,residence	
13639957,Philip,J.,Phillips,2,MN,US,UNITED STATES,residence	
13639957,Sebastien,,Frere,1,,BE,BELGIUM,residence	
13639957,Sebastien,,Frere,1,,BE,BELGIUM,postal	
13645033,GIUSEPPE,,LAURITANO,1,CA,US,UNITED STATES,residence	
13645033,GIUSEPPE,,LAURITANO,1,CA,US,UNITED STATES,postal	
13645533,Omar,,Alonso,1,CA,US,UNITED STATES,residence	
13645533,Shankar,,Kalyanaraman,2,NY,US,UNITED STATES,residence	
13645533,Omar,,Alonso,1,WA,US,UNITED STATES,postal	
13646205,Satoshi,,SUGIURA,1,,JP,JAPAN,postal	
13646205,Satoshi,,SUGIURA,1,,JP,JAPAN,residence	
13646414,Wei-Teh,,Ho,1,,TW,,postal	
13646414,Willy,,Ho,2,,TW,,postal	
13646414,Willy,,Ho,2,,TW,,residence	
13646414,Wei-Teh,,Ho,1,,TW,,residence	
13649609,XING-HUA,,TANG,1,,CN,CHINA,postal	
13649609,XING-HUA,,TANG,1,,CN,CHINA,residence	
13649701,William,L.,Peterson,5,TX,US,UNITED STATES,postal	
13649701,M.,Gamini,Wickramasekara,6,NC,US,UNITED STATES,residence	
13649701,Zhao,,Li,2,NC,US,UNITED STATES,postal	
13649701,Zhao,,Li,2,NC,US,UNITED STATES,residence	
13649701,Martin,,Bass,4,NC,US,UNITED STATES,residence	
13649701,Martin,,Bass,4,NC,US,UNITED STATES,postal	
13649701,M.,Gamini,Wickramasekara,6,NC,US,UNITED STATES,postal	
13649701,Dmitry,,Ishchenko,1,NC,US,UNITED STATES,residence	
13649701,Dmitry,,Ishchenko,1,NC,US,UNITED STATES,postal	
13649701,James,D.,Stoupis,3,NC,US,UNITED STATES,residence	
13649701,James,D.,Stoupis,3,NC,US,UNITED STATES,postal	
13649701,William,L.,Peterson,5,TX,US,UNITED STATES,residence	
13653884,Gregory,D.,Dallari,1,NY,US,UNITED STATES,residence	
13653884,Adiswong,,Puiam,3,NY,US,UNITED STATES,postal	
13653884,Gregory,D.,Dallari,1,NY,US,UNITED STATES,postal	
13653884,Adiswong,,Puiam,3,NY,US,UNITED STATES,residence	
13653884,Thomas,E.,Murphy,2,NY,US,UNITED STATES,postal	
13653884,Thomas,E.,Murphy,2,NY,US,UNITED STATES,residence	
13657328,Jason,,Blackhurst,1,NC,US,UNITED STATES,postal	
13657328,Jason,,Blackhurst,1,NC,US,UNITED STATES,residence	
13657328,Dean,Lyons,Henry,2,NC,US,UNITED STATES,residence	
13663661,Raymond,J.,Hiller,3,GA,US,UNITED STATES,postal	
13663661,Raymond,J.,Hiller,3,GA,US,UNITED STATES,residence	
13663661,Brett,A.,Mitchell,2,GA,US,UNITED STATES,postal	
13663661,Burl,M,Finkelstein,1,GA,US,,postal	
13663661,Brett,A.,Mitchell,2,GA,US,UNITED STATES,residence	
13663661,Burl,M,Finkelstein,1,GA,US,,residence	
13663666,Masayuki,,Omoto,2,,JP,JAPAN,residence	
13663666,Kazuya,,Kitada,1,,JP,JAPAN,postal	
13663666,Kazuya,,Kitada,1,,JP,JAPAN,residence	
13663666,Masayuki,,Omoto,2,,JP,JAPAN,postal	
13664189,Juan,,Vasquez,2,CA,US,,postal	
13664189,Silviu,Cristian,Marghescu,1,CA,US,,postal	
13664189,Juan,,Vasquez,2,CA,US,,residence	
13664189,Silviu,Cristian,Marghescu,1,CA,US,,residence	
13673427,Takashi,,KOSHIMIZU,1,,JP,,postal	
13673427,Takashi,,KOSHIMIZU,1,,JP,,residence	
13673780,Jeremiah,Joseph,Akin,1,CA,US,,residence	
13673780,Jeremiah,Joseph,Akin,1,CA,US,,postal	
13673780,Frank,Anthony,Nuzzi,2,TX,US,,residence	
13674698,Yuanpei,,Jiao,2,,CN,CHINA,residence	
13674698,Tong,,Sun,3,TX,US,UNITED STATES,residence	
13674698,Weizhong,,Chen,1,TX,US,UNITED STATES,residence	
13674698,Weizhong,,Chen,1,TX,US,UNITED STATES,postal	
13677010,Yannan,,Jin,5,NY,US,UNITED STATES,postal	
13677010,Yannan,,Jin,5,NY,US,UNITED STATES,residence	
13677010,Hewei,,Gao,8,NY,US,UNITED STATES,postal	
13677010,Hewei,,Gao,8,NY,US,UNITED STATES,residence	
13677010,Dan,,Xu,4,IL,US,UNITED STATES,postal	
13677010,Xiaoye,,Wu,1,NY,US,UNITED STATES,residence	
13677010,Xiaoye,,Wu,1,NY,US,UNITED STATES,postal	
13677010,Jiang,,Hsieh,2,WI,US,UNITED STATES,residence	
13677010,Paavana,,Sainath,3,WI,US,UNITED STATES,residence	
13677010,Adam,Israel,Cohen,7,NY,US,UNITED STATES,postal	
13677010,Adam,Israel,Cohen,7,WI,US,UNITED STATES,residence	
13677010,Girijesh,Kumar,Yadava,6,NY,US,UNITED STATES,postal	
13677010,Paavana,,Sainath,3,WI,US,UNITED STATES,postal	
13677010,Jiang,,Hsieh,2,NY,US,UNITED STATES,postal	
13677010,Dan,,Xu,4,IL,US,UNITED STATES,residence	
13677010,Girijesh,Kumar,Yadava,6,WI,US,UNITED STATES,residence	
13677382,Maarten,,Wentink,3,,NL,NETHERLANDS,residence	
13677382,Hemanth,,Sampath,5,CA,US,UNITED STATES,residence	
13677382,Rahul,,Tandra,4,CA,US,UNITED STATES,residence	
13677382,Sameer,,Vermani,2,CA,US,UNITED STATES,residence	
13677382,Santosh,Paul,Abraham,1,CA,US,UNITED STATES,postal	
13677382,Santosh,Paul,Abraham,1,CA,US,UNITED STATES,residence	
13681295,Andrew,D.,Jones,1,UT,US,UNITED STATES,residence	
13681295,Andrew,D.,Jones,1,UT,US,UNITED STATES,postal	
13681623,Jay,Oliver,Glasgow,1,GA,US,,postal	
13681623,Jay,Oliver,Glasgow,1,GA,US,,residence	
13684496,Chien-Fu,,Chung,1,,TW,,residence	
13684496,Yuan-Kai,,Pei,2,,TW,,residence	
13684496,Shyh-An,,Tang,3,,TW,TAIWAN,postal	
13684496,Shyh-An,,Tang,3,,TW,TAIWAN,residence	
13684496,Yuan-Kai,,Pei,2,,TW,,postal	
13684496,Chien-Fu,,Chung,1,,TW,,postal	
13687339,Harsh,,Bais,1,DE,US,UNITED STATES,postal	
13687339,Harsh,,Bais,1,DE,US,UNITED STATES,residence	
13687339,Darla,Janine,Sherrier,2,DE,US,UNITED STATES,residence	
13687339,Venkatachalam,,Lakshmanan,3,DE,US,UNITED STATES,residence	
13688423,Debdeep,,Chatterjee,2,CA,US,UNITED STATES,residence	
13688423,Debdeep,,Chatterjee,2,CA,US,UNITED STATES,postal	
13688423,Ozgur,,Oyman,1,CA,US,UNITED STATES,postal	
13688423,Apostolos,Tolis,Papathanassiou,3,CA,US,UNITED STATES,residence	
13688423,Apostolos,Tolis,Papathanassiou,3,CA,US,UNITED STATES,postal	
13688423,Ozgur,,Oyman,1,CA,US,UNITED STATES,residence	
13688493,Mark,,Mathews,3,IL,US,,residence	
13688493,David,,Gradl,1,IL,US,,postal	
13688493,David,,Gradl,1,IL,US,,residence	
13688493,Mark,,Mathews,3,IL,US,,postal	
13688493,Courtney,,Heron,2,IL,US,,residence	
13688493,Courtney,,Heron,2,IL,US,,postal	
13699583,Ni,,Qiu,4,,CN,,postal	
13699583,Qiang,,Yao,1,,CN,CHINA,postal	
13699583,Jiju,,Zhang,5,,CN,,residence	
13699583,Jiju,,Zhang,5,,CN,,postal	
13699583,Qiang,,Yao,1,,CN,CHINA,residence	
13699583,Yulong,,Miao,3,,CN,,residence	
13699583,Xiaorui,,Hu,6,,CN,,postal	
13699583,Xingzhe,,Hou,2,,CN,CHINA,residence	
13699583,Xingzhe,,Hou,2,,CN,CHINA,postal	
13699583,Ni,,Qiu,4,,CN,,residence	
13699583,Yulong,,Miao,3,,CN,,postal	
13699583,Xiaorui,,Hu,6,,CN,,residence	
13706742,David,W.,Baarman,1,MI,US,,residence	
13706742,David,W.,Baarman,1,MI,US,,postal	
13707286,Hrvoje,,Benko,1,WA,US,,postal	
13707286,Timothy,Scott,Saponas,2,WA,US,UNITED STATES,residence	
13707286,Timothy,Scott,Saponas,2,WA,US,UNITED STATES,postal	
13707286,Hrvoje,,Benko,1,WA,US,,residence	
13708831,Shuya,Shark,Yamada,2,MI,US,UNITED STATES,residence	
13708831,Shuya,Shark,Yamada,2,MI,US,UNITED STATES,postal	
13708831,Chris,Paul,Glugla,1,MI,US,UNITED STATES,residence	
13708831,Chris,Paul,Glugla,1,MI,US,UNITED STATES,postal	
13710398,Kenneth,Allen,Gale,1,CA,US,,postal	
13710398,Kenneth,Allen,Gale,1,CA,US,,residence	
13711411,Lin,,Peng,2,,CN,CHINA,residence	
13711411,Zhongjun,,Zhang,3,,CN,CHINA,residence	
13711411,Yungang,,Zeng,1,,CN,CHINA,residence	
13711411,Yungang,,Zeng,1,,CN,CHINA,postal	
13712691,Naoki,,KANNO,1,,JP,JAPAN,postal	
13712691,Naoki,,KANNO,1,,JP,JAPAN,residence	
13718374,Takayuki,,Baba,1,,JP,JAPAN,postal	
13718374,Takayuki,,Baba,1,,JP,JAPAN,residence	
13718374,Masahiko,,Sugimura,4,,JP,JAPAN,residence	
13718374,Susumu,,Endo,5,,JP,JAPAN,residence	
13718374,Yusuke,,Uehara,6,,JP,JAPAN,residence	
13718374,Shugo,,Nakamura,2,,JP,JAPAN,residence	
13718374,Masaki,,Ishihara,3,,JP,JAPAN,residence	
13718374,Daiki,,Masumoto,7,,JP,JAPAN,residence	
13718374,Hirohisa,,Naito,8,,JP,JAPAN,residence	
13718374,Akira,,Miyazaki,9,,JP,JAPAN,residence	
13718811,George,E.,Sarson,1,,CA,CANADA,postal	
13718811,George,E.,Sarson,1,,CA,CANADA,residence	
13719720,CHIH-HSIANG,,SHEN,2,,TW,TAIWAN,postal	
13719720,CHUNG-I,,CHEN,1,,TW,TAIWAN,residence	
13719720,CHUNG-I,,CHEN,1,,TW,TAIWAN,postal	
13719720,CHIH-HSIANG,,SHEN,2,,TW,TAIWAN,residence	
13719775,Masato,,ODA,1,,JP,JAPAN,residence	
13719775,Masato,,ODA,1,,JP,JAPAN,postal	
13719775,Kohei,,OIKAWA,5,,JP,JAPAN,residence	
13719775,Koichiro,,ZAITSU,2,,JP,JAPAN,residence	
